Year,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,Total
320310 Jerônimo Monteiro,3180.33,2995.36,3055.31,3759.7,4395.85,4513.75,4777.32,5421.45,5979.75,6408.52,7222.1,8012.56,9571.49,5367.35
320313 João Neiva,5021.74,5643.82,5901.26,6943.31,9401.97,15385.98,13896.08,11442.89,12781.65,11065.23,13236.2,14697.35,15496.85,10881.94
320316 Laranja da Terra,3404.4,2885.18,3286.61,3834.8,4025.95,4368.43,5433.8,6129.79,6481.52,6339.91,7492.87,7682.18,8918.81,5398.91
320320 Linhares,6593.05,6882.28,7574.3,8040.39,10747.42,11543.44,13904.09,16110.35,22871.07,17249.27,19180.93,25249.13,28098.63,15506.9
320330 Mantenópolis,2706.69,2831.17,2872.79,3397.39,4069.19,4680.96,5846.92,7488.08,6104.46,6161.1,6412.32,8343.38,7882.33,5357.09
320332 Marataízes,3094.2,3134.12,3258.45,3795.31,4295.48,4475.55,4547.65,6155.33,8194.25,8639.33,13813.62,39124.77,56599.57,12429.26
320334 Marechal Floriano,5923.46,5447.02,6445.37,7220.03,8052.43,9700.66,10387.64,12753.51,13521.72,13955.2,13956.43,14866.51,16174.16,10814.49
320335 Marilândia,4221.82,3820.44,3956.87,5186.32,5571.91,5894.05,7751.31,9581.01,9071.3,9674.56,12882.14,24064.78,24510.76,9951.01
320340 Mimoso do Sul,4459.45,3726.35,4146.81,4543.49,5318.75,5620.83,6025.61,6670.1,7735.47,8543.4,9682.69,13095.1,12815.25,7070.44
320350 Montanha,4716.55,4320.66,4773.43,6145.66,7155.61,8636.56,8216.74,10338.65,10291.32,10530.96,14992.98,14794.67,15383.51,9332.18
320360 Mucurici,5143.72,4632.18,4722.85,5570.3,6558.7,5711.47,5742.37,7544.22,8888.25,8766.19,12487.69,12173.33,12616.6,7653.44
320370 Muniz Freire,4793.44,4492.17,3859.05,4286.6,4578.17,4675.21,5090.48,6204.54,7735.42,7526.97,8846.6,9238.44,10893.52,6262.09
320380 Muqui,2993.52,2851.79,2917.4,3455.1,4027.29,4449.69,5109.24,5847.59,6109.03,6535.75,6998.34,8131.19,9557.4,5352.74
320390 Nova Venécia,4919.43,5021.31,5255.64,5774.2,6249.4,6624.83,7911.24,9479.44,10205.82,10131.23,11941.83,13170.37,14704.13,8641.92
320400 Pancas,3221.76,2942.61,2853.86,3681.97,4109.47,4504.67,5587.64,6343.93,6438.11,6767.38,6539.77,7187.81,8370.8,5287.31
320405 Pedro Canário,3788.38,3855.18,3886.6,4592.37,5773.25,6020.74,5734.33,7343.28,7241.25,7441.41,8906.64,8710,8945.59,6391.64
320410 Pinheiros,5612.73,6456.74,7107.44,8457.21,15661.55,14076.39,15909.09,20034.6,17249.85,16452.61,19093.87,16193.32,17266.17,13969.1
320420 Piúma,3276,3361.68,3569.84,3915.91,4324.61,4464.09,4749.53,5246.63,6378.55,7474.47,10628.71,16592.5,18384.26,7268.45
320425 Ponto Belo,3813.9,3389.87,3321.61,3959.26,4338.27,4477.14,5837.18,6851.08,7337.38,7786.33,9229.37,9151,8565.25,6107.51
320430 Presidente Kennedy,7702.88,5363.01,8912.53,33081.27,19997.91,30305.7,22782.46,62601.31,97497.11,71476.04,155839.92,387136.99,511967.24,112842.9
320435 Rio Bananal,7114.83,4661.69,4600.16,5084.4,6096.41,6594.76,8632.13,10029.1,11153.32,10480.56,10965.39,12820.95,14645.29,8760.19
320440 Rio Novo do Sul,3390.24,3236.13,3473.07,4076.56,4878.57,5890.03,6455.32,6545.09,7380.73,7612.09,8879.28,9600.34,11085.53,6333.88
320450 Santa Leopoldina,4405.16,4004.44,3775.88,4602.56,5629.38,6049.14,6730.08,7736.46,8394.32,8446.17,9608.65,10259.88,11107.01,6951.18
320455 Santa Maria de Jetibá,4517.55,4579.64,4383.9,6573.74,6785.95,9165.28,10064.09,11072.47,12729.82,15529.78,16561.86,19165.24,24362.72,11537.02
320460 Santa Teresa,5661.52,5058.92,4624.7,5636.17,7471.32,7796.39,9987.83,8907.14,9895.1,9998.63,10717.41,11889.05,12996.33,8555.37
320465 São Domingos do Norte,3708.1,3539.06,4112.78,4460.05,5471.61,6240.84,9864.86,12606.89,11115.18,10883.12,11749.82,14665.5,15784.54,8867.81
320470 São Gabriel da Palha,4055.26,4129.87,4410.9,5051.15,6006.32,7019.39,7648.38,8822.6,8579.04,8885.19,9438.33,11494.86,12614.97,7729.16
320480 São José do Calçado,4326.25,4564.96,4870.29,5651.28,6618.54,5521.85,5213.67,5846.14,6178.08,6439.87,7936.68,9097.19,9378.9,6271.71
320490 São Mateus,6277.9,5141.39,4763.52,5163.5,6760.7,7264.54,11085.74,9310,8723.46,9501.57,10899.44,11061.87,13184.81,8551.78
320495 São Roque do Canaã,4782.91,4574.13,5153.05,5414.52,5677.05,5533.56,6427.22,7601.82,7433.33,7673.69,7956.07,10556.9,12627.62,7087.51
320500 Serra,9126.72,10623.2,11665.22,13471.12,19059.9,18749.65,23152.07,25658.7,27191.17,28467.02,31038.46,32996.15,35144.2,22740.1
320501 Sooretama,7439.54,6165.6,5132.67,5995.54,9069.37,8963.64,11285.4,12944.87,11458.2,11141.15,13502.08,15718.9,17195.93,10795.5
320503 Vargem Alta,4830.48,4405.5,4442.78,5596.52,6751.75,7352.62,8178.3,8477.43,10057.98,9358.39,10657.83,10689.02,12335.69,7990.73
320506 Venda Nova do Imigrante,5037.72,4550.62,5036.17,6402.49,7595.13,7562.36,8445.84,9660.04,11155.51,11678.5,14535.58,14962.97,15141.74,9661.86
320510 Viana,5446.48,5647.09,6759.98,9107.22,9037.59,10750.67,9765.62,11221.68,15616.69,14668.45,15040.83,17436.66,18732.92,11752.11
320515 Vila Pavão,5179.23,4996.17,4775.01,5312.51,6354.35,8561.71,10874.73,13010.4,13067.87,12559.81,12800.94,14468.2,18100.59,10091.31
320517 Vila Valério,4249.88,3663.05,3776.99,4803.89,6054.34,7062.29,8080.03,12761.7,13481.28,13196.78,14048.86,19075.94,20191.6,10011.21
320520 Vila Velha,6653.04,6879.96,7165.02,8289.48,9855.14,9112.65,9747.38,11269.78,13520.17,14661.77,16832.91,17244.79,17732.35,11684.69
320530 Vitória,22905.53,23814.01,25650.67,27843.58,38633.03,50421.43,51961.3,59699.33,72737.01,61681.42,76172.11,85794.33,86009.28,53457.59
330010 Angra dos Reis,9591.31,10483.31,11315.87,11424.22,18797.55,25910.56,24229.77,29797.48,29194.44,55259.15,60034.14,62556.55,61961.39,34169.4
330015 Aperibé,4135.29,4638.24,4992.24,5903.65,5952.08,5858.57,6005.65,6273.1,12277.13,8278.18,8947.85,9812.31,10449.48,7360.95
330020 Araruama,5197.1,5712.51,5963.66,6408.05,7061.45,7393.09,8017.17,8428.99,9568.33,10115.45,11292.93,12148.43,13940.1,8834.32
330022 Areal,6830.37,7277.51,7962.26,8890.72,10084.51,10409.85,10776.8,13523.25,13818.82,17822.4,17151.8,21203.6,19599.79,12967.38
330023 Armação dos Búzios,15706.97,17115.5,22380.44,28274.26,30977.59,41217.08,49592.87,47061.1,53033.46,36171.6,46769.29,63460.71,84932.64,43760.02
330025 Arraial do Cabo,6669.62,6941.5,8731.38,8574.78,9189.82,9997.45,10078.73,9978.86,12349.42,11581.52,12887.65,15904.5,36458.31,12513.77
330030 Barra do Piraí,6199.76,6245.75,7022.86,7756.32,9122.95,8565.27,9205.95,10445.55,11169.75,12344.97,14632.47,14689.06,15602.07,10316.34
330040 Barra Mansa,8353.2,8873.79,9513.81,11241.34,12616.7,12718.65,13306.38,12359.21,14559.47,15824.62,18027.24,17916.19,19105.7,13463.8
330045 Belford Roxo,4187.74,4608.65,4869.62,5036.16,6011.47,5570.12,5949.84,6256.31,7355.7,7948.7,9518.96,10434.44,15892.76,7246.54
330050 Bom Jardim,4528.89,4726.58,5376.04,5539.31,6081.61,6153.09,6822.15,7591.56,11131.83,11431.45,14066.05,15303.06,17462.48,9128.75
330060 Bom Jesus do Itabapoana,5066.42,5381.02,5815.62,6734.54,7262.66,7273.77,7852.61,8281.9,10809.98,10998.27,11485.79,12567.65,13254.31,8705.36
330070 Cabo Frio,9053.37,9561.26,13413.74,15464.3,18902.68,28518.87,39008.2,32274.31,36630.66,27718.46,35181.3,49086.75,63940.15,31063.41
330080 Cachoeiras de Macacu,4780.65,6789.14,7745.93,9438.4,12606.19,9754.02,11240.7,11840.06,14314.1,15124.69,17018,15727.61,17076.87,11961.41
330090 Cambuci,4208.14,4872.7,5286.18,5523.7,6607.79,6844.08,7404.68,7799.46,11963.66,10856.14,10810.84,13083.85,13622.83,8400.75
330100 Campos dos Goytacazes,13869.92,14650.17,18997.92,22986.25,26324.02,39072.77,53842.28,48053.88,67633.25,46445.15,54585.91,79484.78,95552.01,45815.72
330110 Cantagalo,14300.66,13226.62,14873.29,14955.14,17759.17,14434.38,15412.43,17274.31,24651.93,26284.08,28414.57,24126.2,26404.55,19363.72
330093 Carapebus,20580.18,19002.04,21534.13,23932.98,29013.77,33070.38,39962.47,35928.95,39601.91,72055.79,83790.48,58150.28,64804.21,44673.96
330115 Cardoso Moreira,3585.58,4051.98,4542.46,4902.56,5335.09,5720.06,6127.44,9528.92,14739.53,9486.88,9491.9,10453.81,11920.84,7684.05
330120 Carmo,6692.02,6556.31,6790.98,7539.03,8618.9,10882.22,10304.82,11064.52,12108.71,19640.14,22524.13,16336.13,16409.43,12237.81
330130 Casimiro de Abreu,7855.44,8919.67,12972.03,13791.44,16336.52,40123.65,53734.87,41096.23,49478.87,42885.65,48553.04,74182.22,95072.28,42986.54
330095 Comendador Levy Gasparian,9041.79,7665.57,7951.4,9364.71,11418.86,12245.49,13109.22,14933.67,18628.12,15107.95,15634.97,16938.49,18263.72,13169.56
330140 Conceição de Macabu,3983.7,4258.34,4729.1,5126.7,5688.18,5775.68,6254.58,6594.75,8240.16,7935.42,8722.84,9986.94,10712.84,6866.95
330150 Cordeiro,4548.08,4874.64,5279.41,5479.39,6234.47,6425.33,7039.61,7691.09,9325.1,9331.89,10325.82,11433.99,12119.19,7775.42
330160 Duas Barras,4237.77,4578.17,5237.85,5917.03,6754.76,6844.99,7581.25,7850.68,12851.87,12479.95,14575.11,15843.83,15555.89,9341.21
330170 Duque de Caxias,11025.6,12917.55,14037.63,17476.96,20641.13,26839.91,26240.23,32664.8,21602.45,28041.62,30988.72,30921.86,31280.03,23706.01
330180 Engenheiro Paulo de Frontin,5210.01,5172.64,5609.42,6758.34,6833.63,6821.09,7847.76,8261.81,7652.17,10492.17,11139.89,11366.9,40979.7,10543.64
330185 Guapimirim,4839.86,5008.62,5307.73,5984.95,6663.05,6556.27,6984.88,7453.9,7921.85,8327.65,9425.81,9749.12,10488.16,7480.33
330187 Iguaba Grande,5178.82,5503.48,5954.88,6560.12,7537.38,7188.11,7284,7729.38,8030.95,9133.95,10329.69,11422.37,13683.44,8426.59
330190 Itaboraí,4152.53,4381.66,4933.8,5157.04,5797.92,5786.37,6184.79,6607.13,7595.62,8264.15,10029.39,11884.86,13912.07,7399.71
330200 Itaguaí,12405.15,13758.02,16238.35,15075.15,24367.39,20566.43,20226.64,25484.94,25186.89,20311.33,39278.76,34257.38,32680.96,23805.17
330205 Italva,4464.27,4916.62,5139.63,5620.87,6318.18,6528.01,7162.06,8228.33,10568.8,9321.77,9551.35,11160.02,11952.56,7901.79
330210 Itaocara,6142.3,5810.31,6065.96,6478.3,7462.7,8786.24,9771.71,9609.62,13090.11,9877.81,11271.32,12287.07,13552.63,9235.39
330220 Itaperuna,6488.63,6011.62,6375.9,7918.01,8597.27,13919.63,13207.1,10531.15,11427.07,12237.16,14695.1,16281.8,17309.05,11282.94
330225 Itatiaia,19327.11,20107.5,15192.95,13539.75,26994.85,19323.58,17783.49,15749.76,15046.63,17144.83,48972.54,62199.83,73568.93,27863.1
330227 Japeri,2805.45,3097.36,3347.54,3546.73,3867.84,4209.2,4317.32,4646.41,5124.49,7730.87,9601.68,10144.26,10542.88,5716.81
330230 Laje do Muriaé,3605.31,4075.26,4512.01,5005.99,5759.91,6211.56,6840.07,7208.99,14002.83,9029.39,10279.42,12133.79,12780.14,7735.61
330240 Macaé,14134.71,17955.75,23291.18,27405.5,31895.84,33900.63,40299.33,38765.9,68697.45,48567.91,54506.29,59116.45,66344.64,43169.58
330245 Macuco,5321.05,6044.86,6991.02,8437.44,10343.7,11305.1,12085.85,13143.96,12370.26,12027.86,15752.34,17914.81,17502.84,11617.69
330250 Magé,3925.44,4233.49,4715.59,4665.71,5113.99,5289.93,5657.97,6194.28,6914.16,7782.59,9086.39,10184.64,10898.65,6568.72
330260 Mangaratiba,6294.89,6974.89,7574.7,8497.8,9887.54,10190.34,11406.65,13242.25,25891.51,26469.28,25779.53,28227.6,33718.65,17717.77
330270 Maricá,4893.89,5151.72,5682.21,6225.06,6731.39,6986.74,7400.95,8202.77,7938.15,8695.14,12905.87,20407.35,39467.09,12095.91
330280 Mendes,5257.18,4846.48,5262.55,5603.42,6135.77,6262.07,6596.36,7251.36,8635.96,8729.22,10016.4,10791.22,11431.6,7473.21
330285 Mesquita,,3902.77,4217.43,4549.04,5095.24,5344.41,5811.05,6287.22,7103.48,7456.34,9106.79,9484.83,9984.47,6516.34
330290 Miguel Pereira,5443.22,5696.18,6127.71,6638.66,7194.24,7614.34,7835.52,8347.54,9709.4,10608.87,13431.94,13066.57,13955.02,8886.09
330300 Miracema,4104.67,4400.04,4789.81,5178.57,5675.86,5916.19,6160.26,6734.96,9300.4,8711.95,9586.51,10854.8,11748.76,7135.34
330310 Natividade,4557,4861.6,5305.91,5658.51,6210.71,7352.56,7745.86,8046.78,11506.56,10365.48,10217.22,11274.17,12884.11,8149.84
330320 Nilópolis,4562.55,4865.92,5291.99,5542.76,6094.99,6691.03,7242.75,7983.8,8484.07,9341.03,10601.62,11498.86,12252.4,7763.01
330330 Niterói,9536.89,9608.38,11095.8,12337.85,14789.98,14420.33,15664.34,18472.77,19446.5,20660.73,23000.36,29738.21,30728.51,17792.39
330340 Nova Friburgo,7036.36,6880.31,8039.26,8867.13,9504.06,9636.29,10903.16,11453.04,12886.02,13724.8,15574.35,16277.73,17254.32,11445.33
330350 Nova Iguaçu,4340.74,5221.63,5649.84,5834.37,6474.54,6842.62,7403.29,8100.23,9904.82,10053.79,11926.63,12822.61,13303.03,8278.95
330360 Paracambi,4467.79,4777.82,5518.45,5920.4,6297.88,6445.58,6831.34,7325.49,7705.64,8849.91,10570.05,11123.3,11444.9,7609.75
330370 Paraíba do Sul,4444.77,5399.75,5918.3,6509.25,6994.85,7840.5,8264.09,8874.56,10349.55,11245.4,12950.95,13567.17,33829.26,10653.98
330380 Paraty,4898.91,5170.14,5801.45,6355.55,7076.95,7269.54,8060.68,9564.11,12696.28,14902.82,16859.88,29917.03,51149.27,14723.52
330385 Paty do Alferes,4250.56,4366,4822.5,5129.74,5804.78,5671.34,6151.97,6526.3,8398.2,8832.67,10395.01,11121.01,11710.54,7177.63
330390 Petrópolis,7694.13,7902.93,9729.64,10009.13,10613.45,12119.08,14556.95,15293.37,18468.47,21573.76,23868.57,31063.43,30732.18,16484.31
330395 Pinheiral,3777.2,4082.69,4460.39,4762.72,5271.4,5388.21,5573.3,6112.21,8018.3,7999,9146.39,9813.68,10601.98,6630.14
330400 Piraí,17368.47,15626.47,16719.18,21183.49,26996.56,28536.76,30838.66,30321.57,29779.01,38695.02,39770.04,36916.29,43088.85,29469.45
330410 Porciúncula,4024.33,4413,5094.09,6150.66,8770.39,7185.2,7870.98,8603.91,11451.97,10309.59,10594.74,11972.55,12712.63,8521.98
330411 Porto Real,21115.05,60971.86,71256.34,98720.54,153154.23,122439.47,118334.41,141456.89,232493.68,230476.69,290518.57,217465.66,174372.58,155836.77
330412 Quatis,4698.07,5072.04,5511.39,6102.09,11770.56,7189.05,7359.57,7735.55,10400.53,13213.03,14554.46,14841.95,14079.2,9639.72
330414 Queimados,5744.75,6729.39,6056.3,6122.49,6777.2,6194.41,6354.3,6389.42,7565.76,8220.42,12108.71,13509.37,14545.41,8250.1
330415 Quissamã,50360.33,44226.22,54471.68,67874.74,75525.17,94741.46,147685.69,167739.39,179262.11,125744.2,153785.14,193740.96,230344.73,130207.84
330420 Resende,16317.58,17925.76,15522.24,20681.58,27521.19,24447.03,25918.58,26600.24,39624.55,31339.19,53579.45,46520.83,48869.46,30893.91
330430 Rio Bonito,5376.79,6124.15,7209.19,9744.23,12705.79,12431.36,13535.16,15949.35,13436.99,15132.29,15427.06,15456.63,17054.73,12421.01
330440 Rio Claro,4157.63,4555.91,4967.67,5385.85,5719.91,5976.92,6018.85,6559.56,8558.88,8929.16,11392.8,11158.8,12391.39,7412.41
330450 Rio das Flores,5276.19,5514.82,5842.23,25088.46,28101.51,30067.89,21074.36,21771.66,24922.15,33109.77,38858.01,51047.03,16037.49,23988.91
330452 Rio das Ostras,37032.31,39768.47,54089.96,59987.43,66197.57,94193.67,118109.58,90547.62,69276.69,51233.89,57927.17,83102.64,97536.81,72881.1
330455 Rio de Janeiro,13098.67,14006.21,15337.61,16027.82,18745.32,19325.27,20862.52,22673.59,25767.91,27561.85,30100.57,32940.23,34571.91,22572.24
330460 Santa Maria Madalena,4676.84,5464.35,5450.45,5828.15,6674.81,6624.07,7121.35,8142.25,9388.63,10096.31,12065,12586.57,12721.23,8224.07
330470 Santo Antônio de Pádua,5142.54,5553.49,5855.57,6370.19,6889.43,7527.41,8083.36,8444.51,10954.92,11631.25,13649.25,14354.41,16024.95,9299.97
330480 São Fidélis,4451.46,4590.02,5038.88,5507.35,7222.54,6718.67,7095.1,7885.61,10119.14,10223.43,11395.44,11999.65,14395.64,8224.86
330475 São Francisco de Itabapoana,3989.34,4324.85,4671.92,5151.88,5821.68,6224.29,6887.31,6913.03,9799.73,11848.58,14904.54,18093.54,22898.94,9256.49
330490 São Gonçalo,4645.21,5035.27,5536.5,5726.48,6367.34,6584.42,7074.01,7517.42,8411.56,9113.58,10343.57,11488.34,11786.62,7753.8
330500 São João da Barra,8415.3,7611.19,6711.37,16195.88,20434.01,23272.06,31905.39,28262.67,89127.6,72113.74,106413,179908.25,146205.05,60356.55
330510 São João de Meriti,4303.58,4542.29,5043.87,5164.28,5599.94,5856.77,6212.01,6727.42,7677.84,9108.91,10522.12,12713.18,12406.34,7386.59
330513 São José de Ubá,4676.1,4831.86,5122.95,5569.76,6785.08,7849.13,8201.13,8065.55,14356.03,11278.65,10535.2,13873.67,14592.82,9041.15
330515 São José do Vale do Rio Preto,3958.27,4497.66,4945.81,5210.11,5756.96,5940.25,5980.25,6319.3,8509.67,26657.22,31946.77,20202.15,12202.04,10895.61
330520 São Pedro da Aldeia,5100.6,5040.27,5706.86,5897.67,6372.87,6642.15,7167.3,7581.1,8054.91,9698.04,10705.97,11614.03,12451.57,8120.31
330530 São Sebastião do Alto,4334.97,4934.71,4742.59,5538.13,5961.45,6236.73,6766.53,6943.81,8517.69,9972.32,11139.13,11651,12554.14,7693.35
330540 Sapucaia,7200.88,7649.11,7882.21,8249.9,9324.31,9293.28,9998.67,11164.25,16226.67,18987.49,23024.79,23899.62,26434.07,13756.87
330550 Saquarema,4516.6,5189.46,5525.39,5859.61,6552.01,7575.28,9185.74,10796.59,10632.8,11682.73,12743.89,13509.61,14792.31,9540.83
330555 Seropédica,3980.21,4762.14,4935.31,5268.31,5916.67,5485.32,5774.5,6431.54,7437.79,8372.37,10903.98,11864.01,12375.57,7334.88
330560 Silva Jardim,3828.82,4257.19,4455.24,4818.42,5499.17,5704.55,5975.79,6124.53,9016.79,8410.68,9017.53,9912.55,11195.03,6760.79
330570 Sumidouro,5612.82,5971.88,6120.44,6237.97,8557.14,8386.51,9525.14,8205.41,12496.85,12774.97,12892.29,17015.23,18749.6,10257.6
330575 Tanguá,3935.71,4288.45,4757.53,5484.25,5348.11,5304.33,5607.28,6233.5,6746.31,8138.43,9457.72,10865.72,11452.92,6856.54
330580 Teresópolis,6539.76,6833.88,7876.06,8570.06,10341.22,10169.83,10613.26,11316.5,13240.82,18027.54,16880.59,19326.05,20825.05,12649.52
330590 Trajano de Moraes,3728.31,4548.11,4688.21,5267.26,5848.44,5977,6398.67,7259.14,9488.37,8065.35,8905.17,10780.27,11860.8,7173.22
330600 Três Rios,7565.57,7702.17,8466.36,9634.2,9864.89,10251.75,11655.62,12617.81,15326.66,18098.57,22383.82,23251.22,26609.42,14247.27
330610 Valença,5152.01,5357.41,6022.05,6470.53,6935.49,7008.09,7469.28,7931.32,8992.4,10191.77,13736.86,14421.52,15248.38,8934.49
330615 Varre-Sai,3612.43,4101.44,4320.7,4955.64,6099.63,6677.76,7536.12,8589.59,9985.37,9980.73,10130.01,12411.16,13824.91,8082.73
330620 Vassouras,5891.02,6415.22,6160.02,6867.19,7251.34,7434.92,7982.98,8445.09,9441.11,10350.31,11761.25,13398.93,15712.61,9094.9
330630 Volta Redonda,15944.99,15391.07,18585.86,20731.03,25257.96,22348.22,23149.37,25926.03,34422.5,29050.43,35573.37,35126.98,35310.43,26059.15
350010 Adamantina,5394.31,6912.23,7747.09,9001.55,9113.92,10166.97,12082.3,12215.03,12942.76,15451.88,16515.8,17700.46,18960.01,11871.9
350020 Adolfo,7429.4,11931.18,9982.05,10569.32,11298.63,10280.81,12432.94,19183.55,19009.49,18449.29,28922.46,30769.58,24585.71,16343.85
350030 Aguaí,6902.65,9294.82,9096.94,10136.21,14767.37,13242.82,17036.58,21383.63,18149,14842.33,19048.9,21377.92,18363.25,15104.63
350040 Águas da Prata,7146.57,6612.54,7603.08,8278.29,10536.22,7081.08,9373.61,12199.3,15735.49,24924.95,29900.07,16125.31,15593.92,13306.51
350050 Águas de Lindóia,4510.29,5168.53,5500.87,5767.96,5930.3,6483.04,6799.41,6935.47,8966.79,10573.2,11412.31,13278.81,13685.7,8054.25
350055 Águas de Santa Bárbara,4921.54,6832.9,7534.12,7363.31,8148.75,7681.55,8891.81,8815.91,10975.92,18006.52,31811.77,24924.1,24440.58,13060.72
350060 Águas de São Pedro,12343.23,13291.82,15208.84,16748.03,17747.86,19082.74,18600.61,20491.75,17788.85,19524.35,21129.89,23032.54,23834.18,18793.54
350070 Agudos,9458.87,9954.12,10760.24,12026.86,12169.27,15217.29,17959.22,18841.98,17309.55,20825.8,27189.78,32117.43,33459.25,18413.1
350075 Alambari,3962.07,6091.09,6245.31,7658.17,9073.47,10775.08,11037.94,11568.09,12905.28,14816.12,19191.09,20689.11,17272.36,12205.48
350080 Alfredo Marcondes,3802.55,4264.12,4915.67,5361.9,5536.17,6130.85,6566.27,7391.51,8410.35,9392.14,12167.75,13661.98,15046.74,7962.04
350090 Altair,9325.02,17416.74,19985.45,22647.04,22358.2,20984.46,26153.99,29203.21,31261.53,29265.25,37432.01,44189.14,42682.35,27341.33
350100 Altinópolis,6696.43,7212.94,9900.81,9688.15,11790,13275.73,14820.17,13561.22,18446.33,14882.06,23710.86,21703.43,23281.51,14502.19
350110 Alto Alegre,3858.84,4103.99,6989.12,7487.14,8236.65,8037.92,10252.32,11165.85,9156.58,8983.93,14338.43,18514.92,19409.52,9998.17
350115 Alumínio,22807.85,36441.09,36986.91,50075.73,85156.75,93634.6,105159.85,114613.83,104990.66,103115.29,106342.05,87162.78,89374.86,80545.37
350120 Álvares Florence,3984.31,5015.42,6257.07,7216.15,9202.54,11322.04,13182.41,14466.01,13888.6,14554.6,16727.82,20858.57,23068.99,12087.75
350130 Álvares Machado,3516.17,3753.65,4470.57,4818.05,5104.46,5399.5,5941.79,6290.07,7562.08,8383.29,9963.52,10697.51,11407.42,6713.32
350140 Álvaro de Carvalho,3283.09,3253.53,4162.32,4192.12,4749.32,4868.9,4863.4,6214.02,7808.2,7294.13,8723.76,10396.86,10058.47,6228.37
350150 Alvinlândia,3982.14,3766.91,4430.25,5108.49,6431.04,7017.2,7415.93,9907.8,9234.54,9873.92,12459.01,13387.17,12791.51,8184.78
350160 Americana,13405.28,14496.41,16737.61,18962.89,21774.37,21083.51,22896.5,25109.45,26043.44,29848.51,31615.46,32224.43,33189.52,23961.37
350170 Américo Brasiliense,4813.09,6519.57,9653.84,12131.02,8467.63,10719.47,10987.76,11647.35,14207.06,17406.18,19857.63,19931.47,15754,12710.51
350180 Américo de Campos,3766.27,4377.3,5045.54,5598.97,6994.97,6891.62,6773.73,7985.89,8043.96,9007.99,10959.64,13673.52,12996.85,7876.88
350190 Amparo,10145.89,10211.89,11134.87,12928.24,15944,17211.83,18056.91,18222.01,21488.17,27054.04,30734.29,33881.56,34996.93,20344.72
350200 Analândia,8114.61,10558.95,12460.38,12259.28,13615.45,14193.99,17629.91,16869.3,18510.61,15530.78,18513.46,22241.62,20480.01,15721.97
350210 Andradina,7724.17,7925.06,10333.84,9534.23,10896.4,10068.64,12300.59,12759.79,13211.11,16775.48,19765.8,25319.69,23879.96,13863.49
