Sigla,Codigo,Munic’pio,1991,2000
PR,4120150,Porto Barreiro,1664,412
PR,4120200,Porto Rico,1495,1641
PR,4120309,Porto Vit—ria,2892,2216
PR,4120333,Prado Ferreira,1896,2371
PR,4120358,Pranchita,2609,3160
PR,4120408,Presidente Castelo Branco,2187,3247
PR,4120507,Primeiro de Maio,9773,9728
PR,4120606,Prudent—polis,11392,18276
PR,4120655,Quarto Centen‡rio,3236,2685
PR,4120705,Quatigu‡,4499,5929
PR,4120804,Quatro Barras,8132,14520
PR,4120853,Quatro Pontes,1158,1794
PR,4120903,Quedas do Iguaçu,10826,19626
PR,4121000,Querência do Norte,6820,7007
PR,4121109,Quinta do Sol,3372,3454
PR,4121208,Quitandinha,2476,3046
PR,4121257,Ramil‰ndia,1766,1754
PR,4121307,Rancho Alegre,3264,3491
PR,4121356,Rancho Alegre D'Oeste,1946,2066
PR,4121406,Realeza,9300,9951
PR,4121505,Rebouças,5396,6570
PR,4121604,Renascença,2161,2928
PR,4121703,Reserva,7192,9611
PR,4121752,Reserva do Iguaçu,837,3340
PR,4121802,Ribeir‹o Claro,6098,6796
PR,4121901,Ribeir‹o do Pinhal,8757,10675
PR,4122008,Rio Azul,3206,4334
PR,4122107,Rio Bom,1726,2106
PR,4122156,Rio Bonito do Iguaçu,5456,1878
PR,4122172,Rio Branco do Iva’,656,925
PR,4122206,Rio Branco do Sul,16193,20049
PR,4122305,Rio Negro,20200,22460
PR,4122404,Rol‰ndia,34072,44650
PR,4122503,Roncador,5994,6826
PR,4122602,Rondon,4266,5832
PR,4122651,Ros‡rio do Iva’,2392,2269
PR,4122701,Sab‡udia,2980,4036
PR,4122800,Salgado Filho,1694,2158
PR,4122909,Salto do Itarar_,3142,3419
PR,4123006,Salto do Lontra,4569,5602
PR,4123105,Santa Am_lia,2309,2950
PR,4123204,Santa Cec’lia do Pav‹o,2626,3002
PR,4123303,Santa Cruz de Monte Castelo,6251,5651
PR,4123402,Santa F_,6452,7264
PR,4123501,Santa Helena,6501,9818
PR,4123600,Santa Inês,1012,1193
PR,4123709,Santa Isabel do Iva’,6246,6771
PR,4123808,Santa Izabel do Oeste,4647,5695
PR,4123824,Santa Lœcia,1922,2184
PR,4123857,Santa Maria do Oeste,1434,3175
PR,4123907,Santa Mariana,8455,8668
PR,4123956,Santa M™nica,780,1335
PR,4124004,Santana do Itarar_,3069,3465
PR,4124020,Santa Tereza do Oeste,3307,7534
PR,4124053,Santa Terezinha de Itaipu,11655,16299
PR,4124103,Santo Ant™nio da Platina,27345,32617
PR,4124202,Santo Ant™nio do Caiu‡,1927,2118
PR,4124301,Santo Ant™nio do Para’so,1206,1718
PR,4124400,Santo Ant™nio do Sudoeste,8454,10814
PR,4124509,Santo In‡cio,4035,3960
PR,4124608,S‹o Carlos do Iva’,3430,5252
PR,4124707,S‹o Jer™nimo da Serra,4892,5331
PR,4124806,S‹o Jo‹o,4775,5788
PR,4124905,S‹o Jo‹o do Caiu‡,4874,5070
PR,4125001,S‹o Jo‹o do Iva’,9819,9368
PR,4125100,S‹o Jo‹o do Triunfo,2830,3503
PR,4125209,S‹o Jorge d'Oeste,3847,4511
PR,4125308,S‹o Jorge do Iva’,4297,4558
PR,4125357,S‹o Jorge do Patroc’nio,2649,2907
PR,4125407,S‹o Jos_ da Boa Vista,3308,3501
PR,4125456,S‹o Jos_ das Palmeiras,2355,2259
PR,4125506,S‹o Jos_ dos Pinhais,111952,183366
PR,4125555,S‹o Manoel do Paran‡,908,1003
PR,4125605,S‹o Mateus do Sul,15927,21131
PR,4125704,S‹o Miguel do Iguaçu,9373,14260
PR,4125753,S‹o Pedro do Iguaçu,2365,4003
PR,4125803,S‹o Pedro do Iva’,6857,7730
PR,4125902,S‹o Pedro do Paran‡,1374,1492
PR,4126009,S‹o Sebasti‹o da Amoreira,4516,6617
PR,4126108,S‹o Tom_,2576,3744
PR,4126207,Sapopema,2861,3183
PR,4126256,Sarandi,46208,69493
PR,4126272,Saudade do Iguaçu,1836,1987
PR,4126306,Seng_s,8244,13353
PR,4126355,Serran—polis do Iguaçu,1566,1928
PR,4126405,Sertaneja,4880,5476
PR,4126504,Sertan—polis,9998,12609
PR,4126603,Siqueira Campos,9027,11768
PR,4126652,Sulina,951,1195
PR,4126678,Tamarana,4059,4719
PR,4126702,Tamboara,2850,3384
PR,4126801,Tapejara,8123,10512
PR,4126900,Tapira,3266,3299
PR,4127007,Teixeira Soares,2683,3785
PR,4127106,Telêmaco Borba,50887,58354
PR,4127205,Terra Boa,9048,11177
PR,4127304,Terra Rica,10212,10516
PR,4127403,Terra Roxa,11797,11042
PR,4127502,Tibagi,7043,10279
PR,4127601,Tijucas do Sul,1271,1846
PR,4127700,Toledo,70037,85920
PR,4127809,Tomazina,3821,4286
PR,4127858,Três Barras do Paran‡,4104,4931
PR,4127882,Tunas do Paran‡,869,1421
PR,4127908,Tuneiras do Oeste,4745,5164
PR,4127957,Tup‹ssi,5361,5420
PR,4127965,Turvo,2844,4179
PR,4128005,Ubirat‹,18311,17633
PR,4128104,Umuarama,70225,82625
PR,4128203,Uni‹o da Vit—ria,39163,45591
PR,4128302,Uniflor,1540,1658
PR,4128401,Ura’,9195,9162
PR,4128500,Wenceslau Braz,12926,14879
PR,4128534,Ventania,3423,5357
PR,4128559,Vera Cruz do Oeste,6579,6966
PR,4128609,Verê,2657,3029
PR,4128625,Vila Alta,2094,1838
PR,4128633,Doutor Ulysses,391,701
PR,4128658,Virmond,1562,1399
PR,4128708,Vitorino,2604,3190
PR,4128807,Xambrê,2428,1875
PR,4199919,Assunguy de Cima,,
PR,4199929,Conchas,,
PR,4199939,Palmira,,
PR,4199949,Porto de Cima,,
RJ,3300100,Angra dos Reis,78445,114300
RJ,3300159,Aperib_,4372,6842
RJ,3300209,Araruama,43373,75088
RJ,3300225,Areal,6536,8954
RJ,3300233,Armaç‹o dos Bœzios,9943,18204
RJ,3300258,Arraial do Cabo,19866,23877
RJ,3300308,Barra do Pira’,74118,84816
RJ,3300407,Barra Mansa,159021,165134
RJ,3300456,Belford Roxo,360123,434474
RJ,3300506,Bom Jardim,9485,11317
RJ,3300605,Bom Jesus do Itabapoana,21180,27425
RJ,3300704,Cabo Frio,69274,106237
RJ,3300803,Cachoeiras de Macacu,32036,41117
RJ,3300902,Cambuci,7581,9946
RJ,3300936,Carapebus,3416,6875
RJ,3300951,Comendador Levy Gasparian,5605,7310
RJ,3301009,Campos dos Goytacazes,317981,364177
RJ,3301108,Cantagalo,11890,13698
RJ,3301157,Cardoso Moreira,6686,8041
RJ,3301207,Carmo,9439,11056
RJ,3301306,Casimiro de Abreu,13372,18337
RJ,3301405,Conceiç‹o de Macabu,13982,16542
RJ,3301504,Cordeiro,15140,17756
RJ,3301603,Duas Barras,4438,6023
RJ,3301702,Duque de Caxias,664145,772327
RJ,3301801,Engenheiro Paulo de Frontin,7269,8766
RJ,3301850,Guapimirim,18446,25593
RJ,3301876,Iguaba Grande,7265,15089
RJ,3301900,Itabora’,130119,177260
RJ,3302007,Itagua’,57757,78208
RJ,3302056,Italva,6352,8841
RJ,3302106,Itaocara,13494,15928
RJ,3302205,Itaperuna,61742,77378
RJ,3302254,Itatiaia,9831,11728
RJ,3302270,Japeri,65962,83278
RJ,3302304,Laje do Muria_,3804,5624
RJ,3302403,Maca_,85920,126007
RJ,3302452,Macuco,3351,3925
RJ,3302502,Mag_,153809,193851
RJ,3302601,Mangaratiba,13394,19860
RJ,3302700,Maric‡,32708,63399
RJ,3302809,Mendes,16486,17123
RJ,3302858,Mesquita,,
RJ,3302908,Miguel Pereira,15942,20081
RJ,3303005,Miracema,20954,24044
RJ,3303104,Natividade,9821,11741
RJ,3303203,Nil—polis,158092,153712
RJ,3303302,Niter—i,436155,459451
RJ,3303401,Nova Friburgo,144354,151851
RJ,3303500,Nova Iguaçu,766082,920599
RJ,3303609,Paracambi,33520,36868
RJ,3303708,Para’ba do Sul,27766,32688
RJ,3303807,Parati,11465,14066
RJ,3303856,Paty do Alferes,12967,16756
RJ,3303906,Petr—polis,249080,270671
RJ,3303955,Pinheiral,11519,17672
RJ,3304003,Pira’,13686,18070
RJ,3304102,Porciœncula,9535,12018
RJ,3304110,Porto Real,2947,11388
RJ,3304128,Quatis,7652,9412
RJ,3304144,Queimados,102187,121993
RJ,3304151,Quissam‹,4410,7699
RJ,3304201,Resende,72757,95963
RJ,3304300,Rio Bonito,27165,32450
RJ,3304409,Rio Claro,8644,11616
RJ,3304508,Rio das Flores,3866,5364
RJ,3304524,Rio das Ostras,17014,34552
RJ,3304557,Rio de Janeiro,5480768,5857904
RJ,3304607,Santa Maria Madalena,4627,5530
RJ,3304706,Santo Ant™nio de P‡dua,23653,29415
RJ,3304755,S‹o Francisco de Itabapoana,15156,19228
RJ,3304805,S‹o Fid_lis,22160,26513
RJ,3304904,S‹o Gonçalo,779832,891119
RJ,3305000,S‹o Jo‹o da Barra,14635,19631
RJ,3305109,S‹o Jo‹o de Meriti,425772,449476
RJ,3305133,S‹o Jos_ de Ub‡,1781,2326
RJ,3305158,S‹o Jos_ do Vale do Rio Preto,7192,9007
RJ,3305208,S‹o Pedro da Aldeia,34879,52141
RJ,3305307,S‹o Sebasti‹o do Alto,2945,3677
RJ,3305406,Sapucaia,9980,12161
RJ,3305505,Saquarema,35263,50422
RJ,3305554,Serop_dica,38327,51897
RJ,3305604,Silva Jardim,9793,14215
RJ,3305703,Sumidouro,2011,2334
RJ,3305752,Tangu‡,17130,22448
RJ,3305802,Teres—polis,101219,115198
RJ,3305901,Trajano de Morais,3389,3684
RJ,3306008,Três Rios,61150,67347
RJ,3306107,Valença,50285,57323
RJ,3306156,Varre-Sai,2315,4132
RJ,3306206,Vassouras,17464,19886
RJ,3306305,Volta Redonda,221182,241996
RJ,3399919,S‰o Jo‹o Marcos,,
RJ,3399929,S‹o Sebasti‹o do Parahyba,,
RN,2400109,Acari,7807,8841
RN,2400208,Açu,29500,34645
RN,2400307,Afonso Bezerra,6044,6500
RN,2400406,çgua Nova,1193,1630
RN,2400505,Alexandria,8380,8890
RN,2400604,Almino Afonso,3038,3375
RN,2400703,Alto do Rodrigues,5323,6482
RN,2400802,Angicos,8907,9391
RN,2400901,Ant™nio Martins,2922,3157
RN,2401008,Apodi,13864,16353
RN,2401107,Areia Branca,17003,17861
RN,2401206,Arês,5496,6761
RN,2401305,Augusto Severo,3928,4670
RN,2401404,Ba’a Formosa,5495,6369
RN,2401453,Baraœna,8771,11965
RN,2401503,Barcelona,1284,1599
RN,2401602,Bento Fernandes,1845,2044
RN,2401651,Bod—,1258,1230
RN,2401701,Bom Jesus,4430,6275
RN,2401800,Brejinho,4694,7344
RN,2401859,Caiçara do Norte,5738,5537
RN,2401909,Caiçara do Rio do Vento,1431,1922
RN,2402006,Caic—,42783,50624
RN,2402105,Campo Redondo,4205,4822
RN,2402204,Canguaretama,14045,16924
RN,2402303,Caraœbas,10676,12304
RN,2402402,Carnaœba dos Dantas,3957,5035
RN,2402501,Carnaubais,1993,2104
RN,2402600,Cear‡-Mirim,26002,30839
RN,2402709,Cerro Cor‡,4019,4790
RN,2402808,Coronel Ezequiel,1570,2212
RN,2402907,Coronel Jo‹o Pessoa,1497,1812
RN,2403004,Cruzeta,5234,5977
RN,2403103,Currais Novos,33819,35529
RN,2403202,Doutor Severiano,2019,2261
RN,2403251,Parnamirim,48593,109139
RN,2403301,Encanto,2102,2116
RN,2403400,Equador,3372,4324
RN,2403509,Esp’rito Santo,5017,5709
RN,2403608,Extremoz,8169,13418
RN,2403707,Felipe Guerra,3081,3276
RN,2403756,Fernando Pedroza,2243,2293
RN,2403806,Flor‰nia,5441,6269
RN,2403905,Francisco Dantas,1273,1571
RN,2404002,Frutuoso Gomes,2456,2726
RN,2404101,Galinhos,823,1001
RN,2404200,Goianinha,9879,12469
RN,2404309,Governador Dix-Sept Rosado,4963,5904
RN,2404408,Grossos,5169,6275
RN,2404507,Guamar_,2361,3599
RN,2404606,Ielmo Marinho,897,1123
RN,2404705,Ipanguaçu,3808,4352
RN,2404804,Ipueira,1056,1540
RN,2404853,Itaj‡,0,5128
RN,2404903,Itaœ,3648,4110
RN,2405009,Jaçan‹,4424,5609
RN,2405108,Janda’ra,3206,3792
RN,2405207,Jandu’s,3336,3761
RN,2405306,Janu‡rio Cicco,1901,2611
RN,2405405,Japi,3320,3783
RN,2405504,Jardim de Angicos,546,544
RN,2405603,Jardim de Piranhas,5998,8998
RN,2405702,Jardim do Serid—,8550,9297
RN,2405801,Jo‹o C‰mara,17694,19956
RN,2405900,Jo‹o Dias,870,1189
RN,2406007,Jos_ da Penha,2556,3287
RN,2406106,Jucurutu,7377,10388
RN,2406155,Jundi‡,,
RN,2406205,Lagoa d'Anta,2522,3387
RN,2406304,Lagoa de Pedras,1812,2146
RN,2406403,Lagoa de Velhos,1013,1577
RN,2406502,Lagoa Nova,4519,5688
RN,2406601,Lagoa Salgada,2969,3415
RN,2406700,Lajes,7069,7970
RN,2406809,Lajes Pintadas,1693,2053
RN,2406908,Lucr_cia,1770,1932
RN,2407005,Lu’s Gomes,4884,5907
RN,2407104,Maca’ba,29019,36041
RN,2407203,Macau,19696,18612
RN,2407252,Major Sales,1518,2255
RN,2407302,Marcelino Vieira,3371,4138
RN,2407401,Martins,3957,4194
RN,2407500,Maxaranguape,2382,3017
RN,2407609,Messias Targino,2238,2910
RN,2407708,Montanhas,6698,8652
RN,2407807,Monte Alegre,4697,7555
RN,2407906,Monte das Gameleiras,1327,1412
RN,2408003,Mossor—,177331,199081
RN,2408102,Natal,606887,712317
RN,2408201,N’sia Floresta,6023,8638
RN,2408300,Nova Cruz,17953,21634
RN,2408409,Olho-d'çgua do Borges,2711,3176
RN,2408508,Ouro Branco,2407,2963
RN,2408607,Paran‡,482,661
RN,2408706,Paraœ,2601,3157
RN,2408805,Parazinho,2558,3060
RN,2408904,Parelhas,13357,15606
RN,2408953,Rio do Fogo,0,3620
RN,2409100,Passa e Fica,3049,4488
RN,2409209,Passagem,1095,1265
RN,2409308,Patu,8543,8848
RN,2409332,Santa Maria,1375,2351
RN,2409407,Pau dos Ferros,17782,22311
RN,2409506,Pedra Grande,1188,1292
RN,2409605,Pedra Preta,576,748
RN,2409704,Pedro Avelino,5400,5046
RN,2409803,Pedro Velho,5287,5813
RN,2409902,Pendências,8366,8944
RN,2410009,Pil›es,1382,2178
RN,2410108,Poço Branco,5536,6875
RN,2410207,Portalegre,2166,2983
RN,2410256,Porto do Mangue,1835,2285
RN,2410306,Presidente Juscelino,3023,3959
RN,2410405,Pureza,2040,2537
RN,2410504,Rafael Fernandes,1529,2206
RN,2410603,Rafael Godeiro,1439,1752
RN,2410702,Riacho da Cruz,1807,2169
RN,2410801,Riacho de Santana,1187,1586
RN,2410900,Riachuelo,3460,3631
RN,2411007,Rodolfo Fernandes,3468,3781
RN,2411056,Tibau,1728,2688
RN,2411106,Ruy Barbosa,1163,1376
RN,2411205,Santa Cruz,21783,25594
RN,2411403,Santana do Matos,5807,7160
RN,2411429,Santana do Serid—,1042,1394
RN,2411502,Santo Ant™nio,9794,12052
RN,2411601,S‹o Bento do Norte,932,925
RN,2411700,S‹o Bento do Trair’,1009,1644
RN,2411809,S‹o Fernando,1339,1479
RN,2411908,S‹o Francisco do Oeste,1578,2456
RN,2412005,S‹o Gonçalo do Amarante,8241,9798
RN,2412104,S‹o Jo‹o do Sabugi,3744,4142
RN,2412203,S‹o Jos_ de Mipibu,12858,15602
RN,2412302,S‹o Jos_ do Campestre,8093,9265
RN,2412401,S‹o Jos_ do Serid—,1767,2659
RN,2412500,S‹o Miguel,9020,11655
RN,2412559,S‹o Miguel de Touros,0,2902
RN,2412609,S‹o Paulo do Potengi,6929,9899
RN,2412708,S‹o Pedro,2342,2861
RN,2412807,S‹o Rafael,4547,5384
RN,2412906,S‹o Tom_,4983,5600
RN,2413003,S‹o Vicente,2383,2823
RN,2413102,Senador El—i de Souza,1256,2093
RN,2413201,Senador Georgino Avelino,707,727
RN,2413300,Serra de S‹o Bento,2747,2917
RN,2413359,Serra do Mel,1233,8203
RN,2413409,Serra Negra do Norte,3053,2909
RN,2413508,Serrinha,1897,2022
RN,2413557,Serrinha dos Pintos,1323,1854
RN,2413607,Severiano Melo,2121,2275
RN,2413706,S’tio Novo,1548,2025
RN,2413805,Taboleiro Grande,1288,1608
RN,2413904,Taipu,3647,4138
RN,2414001,Tangar‡,6258,8109
RN,2414100,Tenente Ananias,4991,5581
RN,2414159,Tenente Laurentino Cruz,0,1261
RN,2414209,Tibau do Sul,1102,1288
RN,2414308,Timbaœba dos Batistas,1379,1670
RN,2414407,Touros,5972,7594
RN,2414456,Triunfo Potiguar,1337,1730
RN,2414506,Umarizal,8510,8844
RN,2414605,Upanema,4653,5043
RN,2414704,V‡rzea,5192,5490
RN,2414753,Venha-Ver,332,713
RN,2414803,Vera Cruz,3412,3925
RN,2414902,Viçosa,1075,1408
RN,2415008,Vila Flor,1856,2435
RO,1100015,Alta Floresta D'Oeste,9379,12341
RO,1100023,Ariquemes,38821,55118
RO,1100031,Cabixi,1916,2672
RO,1100049,Cacoal,42689,51398
RO,1100056,Cerejeiras,14055,14846
RO,1100064,Colorado do Oeste,15295,14576
RO,1100072,Corumbiara,0,2073
RO,1100080,Costa Marques,1611,6758
RO,1100098,Espig‹o D'Oeste,11186,14262
RO,1100106,Guajar‡-Mirim,27406,33035
RO,1100114,Jaru,27675,29577
RO,1100122,Ji-Paran‡,75414,91013
RO,1100130,Machadinho D'Oeste,11848,10981
RO,1100148,Nova Brasil‰ndia D'Oeste,5031,6424
RO,1100155,Ouro Preto do Oeste,23586,26541
RO,1100189,Pimenta Bueno,25505,26423
RO,1100205,Porto Velho,174380,273709
RO,1100254,Presidente M_dici,10803,12174
RO,1100262,Rio Crespo,1530,867
RO,1100288,Rolim de Moura,28272,34421
RO,1100296,Santa Luzia D'Oeste,4287,4887
RO,1100304,Vilhena,34513,50601
RO,1100320,S‹o Miguel do Guapor_,3767,6476
RO,1100338,Nova Mamor_,3724,7247
RO,1100346,Alvorada D'Oeste,7580,8546
RO,1100379,Alto Alegre dos Parecis,0,2449
RO,1100403,Alto Para’so,6835,4036
RO,1100452,Buritis,13375,15334
RO,1100502,Novo Horizonte do Oeste,0,1344
RO,1100601,Cacaul‰ndia,2799,1850
RO,1100700,Campo Novo de Rond™nia,5973,3000
RO,1100809,Candeias do Jamari,6830,9354
RO,1100908,Castanheiras,0,774
RO,1100924,Chupinguaia,0,1954
RO,1100940,Cujubim,3406,3196
RO,1101005,Governador Jorge Teixeira,0,1558
RO,1101104,Itapu‹ do Oeste,3555,3677
RO,1101203,Ministro Andreazza,1402,2160
RO,1101302,Mirante da Serra,0,5733
RO,1101401,Monte Negro,6579,5722
RO,1101435,Nova Uni‹o,0,1329
RO,1101450,Parecis,0,1134
RO,1101468,Pimenteiras do Oeste,682,1398
RO,1101476,Primavera de Rond™nia,0,1159
RO,1101484,S‹o Felipe D'Oeste,0,1031
RO,1101492,S‹o Francisco do Guapor_,1749,5226
RO,1101500,Seringueiras,1839,3792
RO,1101559,Teixeir—polis,0,1154
RO,1101609,Theobroma,0,1515
RO,1101708,Urup‡,0,4002
RO,1101757,Vale do Anari,4031,1836
RO,1101807,Vale do Para’so,0,1840
RR,1400027,Amajari,2857,799
RR,1400050,Alto Alegre,3356,5195
RR,1400100,Boa Vista,108231,197098
RR,1400159,Bonfim,1221,3000
RR,1400175,Cant‡,0,1155
RR,1400209,Caracara’,5139,8236
RR,1400233,Caroebe,778,1977
RR,1400282,Iracema,0,3228
RR,1400308,Mucaja’,5222,7029
RR,1400407,Normandia,3312,1500
RR,1400456,Pacaraima,3772,2760
RR,1400472,Rorain—polis,2377,7185
RR,1400506,S‹o Jo‹o da Baliza,696,3882
RR,1400605,S‹o Luiz,726,3447
RR,1400704,Uiramut‹,3131,525
RS,4300034,Acegu‡,,
RS,4300059,çgua Santa,789,1172
RS,4300109,Agudo,3411,5655
RS,4300208,Ajuricaba,3178,3759
RS,4300307,Alecrim,1333,2069
RS,4300406,Alegrete,68191,75092
RS,4300455,Alegria,1355,1607
RS,4300471,Almirante Tamandar_ do Sul,,
RS,4300505,Alpestre,2277,2157
RS,4300554,Alto Alegre,596,719
RS,4300570,Alto Feliz,478,712
RS,4300604,Alvorada,141881,183365
RS,4300638,Amaral Ferrador,729,1131
RS,4300646,Ametista do Sul,1095,3195
RS,4300661,Andr_ da Rocha,293,374
RS,4300703,Anta Gorda,1248,1821
RS,4300802,Ant™nio Prado,6320,8417
RS,4300851,Arambar_,1687,2757
RS,4300877,Araric‡,1359,3493
RS,4300901,Aratiba,2159,2557
RS,4301008,Arroio do Meio,9032,12735
RS,4301057,Arroio do Sal,2860,5040
RS,4301073,Arroio do Padre,,
RS,4301107,Arroio dos Ratos,10610,12528
RS,4301206,Arroio do Tigre,3522,5270
RS,4301305,Arroio Grande,13499,15692
RS,4301404,Arvorezinha,4202,5377
RS,4301503,Augusto Pestana,2707,3328
RS,4301552,çurea,858,1262
RS,4301602,Bag_,90240,97290
RS,4301636,Balne‡rio Pinhal,2913,7120
RS,4301651,Bar‹o,971,2291
RS,4301701,Bar‹o de Cotegipe,2280,3287
RS,4301750,Bar‹o do Triunfo,429,593
RS,4301800,Barrac‹o,2183,2755
RS,4301859,Barra do Guarita,1657,1106
RS,4301875,Barra do Quara’,1417,2865
RS,4301909,Barra do Ribeiro,6964,8938
RS,4301925,Barra do Rio Azul,290,364
RS,4301958,Barra Funda,543,1192
RS,4302006,Barros Cassal,2426,3247
RS,4302055,Benjamin Constant do Sul,121,256
RS,4302105,Bento Gonçalves,64659,81820
RS,4302154,Boa Vista das Miss›es,369,651
RS,4302204,Boa Vista do Buric‡,2949,3663
RS,4302220,Boa Vista do Cadeado,,
RS,4302238,Boa Vista do Incra,,
RS,4302253,Boa Vista do Sul,210,311
RS,4302303,Bom Jesus,8179,8376
RS,4302352,Bom Princ’pio,3366,6945
RS,4302378,Bom Progresso,709,1011
RS,4302402,Bom Retiro do Sul,6298,8279
RS,4302451,Boqueir‹o do Le‹o,1168,1523
RS,4302501,Bossoroca,3739,4015
RS,4302584,Bozano,,
RS,4302600,Braga,1764,2340
RS,4302659,Brochier,914,1207
RS,4302709,Buti‡,17145,18976
RS,4302808,Caçapava do Sul,20349,19328
RS,4302907,Cacequi,12753,13015
RS,4303004,Cachoeira do Sul,71222,74119
RS,4303103,Cachoeirinha,87951,107564
RS,4303202,Cacique Doble,1423,1496
RS,4303301,Caibat_,2670,2944
RS,4303400,Caiçara,1236,1489
RS,4303509,Camaqu‹,38038,47069
RS,4303558,Camargo,656,880
RS,4303608,Cambar‡ do Sul,2281,3047
RS,4303673,Campestre da Serra,969,1034
RS,4303707,Campina das Miss›es,2046,2275
RS,4303806,Campinas do Sul,3449,4431
RS,4303905,Campo Bom,46481,51838
RS,4304002,Campo Novo,4675,4617
RS,4304101,Campos Borges,2010,2031
RS,4304200,Candel‡ria,10878,13800
RS,4304309,C‰ndido God—i,1498,1630
RS,4304358,Candiota,354,2657
RS,4304408,Canela,23582,30760
RS,4304507,Canguçu,13811,17695
RS,4304606,Canoas,269258,306093
RS,4304614,Canudos do Vale,,
RS,4304622,Cap‹o Bonito do Sul,,
RS,4304630,Cap‹o da Canoa,18827,30334
RS,4304655,Cap‹o do Cip—,,
RS,4304663,Cap‹o do Le‹o,16194,21354
RS,4304671,Capivari do Sul,1195,2413
RS,4304689,Capela de Santana,4813,6277
RS,4304697,Capit‹o,387,857
RS,4304705,Carazinho,48975,56276
RS,4304713,Cara‡,992,471
RS,4304804,Carlos Barbosa,10395,15211
RS,4304853,Carlos Gomes,288,341
RS,4304903,Casca,3012,4118
RS,4304952,Caseiros,763,1002
RS,4305009,Catu’pe,5895,6180
RS,4305108,Caxias do Sul,264775,333391
RS,4305116,Centen‡rio,437,660
RS,4305124,Cerrito,3641,3968
RS,4305132,Cerro Branco,867,1137
RS,4305157,Cerro Grande,435,721
RS,4305173,Cerro Grande do Sul,618,1616
RS,4305207,Cerro Largo,9115,9341
RS,4305306,Chapada,4181,4736
RS,4305355,Charqueadas,24349,29015
RS,4305371,Charrua,342,568
RS,4305405,Chiapetta,2394,2546
RS,4305439,Chu’,3985,4859
RS,4305447,Chuvisca,75,188
RS,4305454,Cidreira,4726,8510
RS,4305504,Cir’aco,1851,2069
RS,4305587,Colinas,733,1027
RS,4305603,Colorado,1311,1919
RS,4305702,Condor,2701,3420
RS,4305801,Constantina,4733,5802
RS,4305835,Coqueiro Baixo,,
RS,4305850,Coqueiros do Sul,1283,804
RS,4305871,Coronel Barros,557,855
RS,4305900,Coronel Bicaco,4318,4283
RS,4305934,Coronel Pilar,,
RS,4305959,Cotipor‹,1273,1875
RS,4305975,Coxilha,1123,1621
RS,4306007,Crissiumal,6487,6124
RS,4306056,Cristal,2647,4014
RS,4306072,Cristal do Sul,125,444
RS,4306106,Cruz Alta,62490,65367
RS,4306130,Cruzaltense,,
RS,4306205,Cruzeiro do Sul,4729,6172
RS,4306304,David Canabarro,1021,1425
RS,4306320,Derrubadas,583,786
RS,4306353,Dezesseis de Novembro,445,593
RS,4306379,Dilermando de Aguiar,899,1090
RS,4306403,Dois Irm‹os,13329,22272
RS,4306429,Dois Irm‹os das Miss›es,654,933
RS,4306452,Dois Lajeados,973,1214
RS,4306502,Dom Feliciano,1712,2552
RS,4306551,Dom Pedro de Alc‰ntara,317,701
RS,4306601,Dom Pedrito,32291,35795
RS,4306700,Dona Francisca,1945,2324
RS,4306734,Doutor Maur’cio Cardoso,2353,2619
RS,4306759,Doutor Ricardo,195,447
RS,4306767,Eldorado do Sul,12480,19242
RS,4306809,Encantado,13266,16036
RS,4306908,Encruzilhada do Sul,10358,14841
RS,4306924,Engenho Velho,258,457
RS,4306932,Entre-Iju’s,3697,4440
